"ea_id","latitude","longitude","round","prop_imp","SPEI","prop_female_head","mean_age_head","prop_salaried_head","prop_head_edu_1","prop_head_edu_2","prop_head_edu_3","prop_head_edu_4","prop_head_edu_5","prop_head_edu_6","prop_head_edu_7","total_plot_size","prop_coupon","prop_credit","prop_left_seeds","prop_advice","members_agri_coop","agri_coop","grid_id","log_prop_imp"
"10101215",-9.50446033477783,33.2302017211914,"4",0.405181974172592,-0.37226140499115,0.0769230797886848,46.6153831481934,0.0769230797886848,0.615384638309479,0,0.15384615957737,0.15384615957737,0,0,0,33.7999992370605,0.0399999991059303,0.140000000596046,0.72000002861023,0.307692319154739,0,0,94,-0.383919234684147
"10103414",-9.97159957885742,33.3739013671875,"4",0.480836242437363,-0.505324006080627,0.16666667163372,43.4166679382324,0.16666667163372,0.333333343267441,0.0833333358168602,0.333333343267441,0.16666667163372,0,0.0833333358168602,0,20.3400001525879,0.0555555559694767,0.111111111938953,0.583333313465118,0.333333343267441,40,1,93,-0.076692598741609
"10220103",-9.9753999710083,33.9259986877441,"4",0.384466022253036,-0.0711030885577202,0.230769231915474,43.3846168518066,0.307692319154739,0.538461565971375,0.230769231915474,0.15384615957737,0.0769230797886848,0,0,0,13.8699998855591,0.0476190485060215,0.238095238804817,0.476190477609634,0.230769231915474,0,0,95,-0.470634731200755
"10302010",-11.96399974823,34.0768013000488,"4",0.00321543402969837,-0.0834151208400726,0.333333343267441,43,0,0.666666686534882,0,0,0.333333343267441,0,0,0,4.73999977111816,0,0,0.375,0.666666686534882,0,0,71,-5.73657231429708
"10502268",-11.2849998474121,33.7784996032715,"4",0.00808421056717634,-0.574451923370361,0.333333343267441,57,0,0.222222223877907,0.444444447755814,0.111111111938953,0,0,0,0,17.0599994659424,0,0.0645161271095276,0.645161271095276,0.222222223877907,0,0,83,-4.80972536739539
"10505310",-11.3125,33.4799003601074,"4",0.325581520795822,-0.305523872375488,0.230769231915474,40.6923065185547,0.0769230797886848,0.307692319154739,0.461538463830948,0.15384615957737,0.0769230797886848,0,0,0,37.25,0.0434782616794109,0.108695648610592,0.326086968183517,0.307692319154739,0,0,67,-0.72823792906222
"10732192",-11.407600402832,33.9948997497559,"4",0.001,-0.364139199256897,0,50,0,1,0,0,0,0,0,0,2.75999999046326,0,0,0.800000011920929,0,0,0,77,-6.90675477864855
"10734370",-11.4329996109009,34.0234985351562,"4",0.549816727638245,-0.32053217291832,0,59.5,0.5,0,0,0,0.5,0,0.5,0,2.4300000667572,0,0.333333343267441,0.5,0,0,0,80,0.19993022845297
"10746033",-11.4608001708984,33.9738998413086,"4",0.253968268632889,-0.257044315338135,0.5,33,0.5,0,1,0,0,0,0,0,2.73000001907349,0,0,0.75,0,0,0,75,-1.07755880207143
"20111718",-13.3487997055054,33.4403991699219,"4",0.0681648179888725,-0.340492844581604,0,43.875,0.375,0.5,0.125,0.125,0,0.125,0,0,14.5600004196167,0,0.136363640427589,0.409090906381607,0,0,0,22,-2.61522738923191
"20112661",-12.8816003799438,33.7267990112305,"4",0.472379714250565,-0.606778681278229,0.142857149243355,48.6428565979004,0.0714285746216774,0.785714268684387,0,0.0714285746216774,0,0,0,0,41.939998626709,0.0232558138668537,0.116279073059559,0.441860467195511,0.214285716414452,0,0,72,-0.110593727702206
"20205207",-13.3500003814697,34.2705001831055,"4",0.392976462841034,-1.08016312122345,0.25,45.75,0.25,0.666666686534882,0.0833333358168602,0.0833333358168602,0.0833333358168602,0,0,0,28.7299995422363,0,0.263157904148102,0.394736856222153,0.333333343267441,0,0,92,-0.434817847430902
"20206362",-13.2740001678467,34.1403999328613,"4",0.872998297214508,-0.708468317985535,0.16666667163372,37.6666679382324,0.0833333358168602,0.75,0.0833333358168602,0.0833333358168602,0,0,0,0,18.0400009155273,0.0714285746216774,0.142857149243355,0.535714268684387,0.25,90,1,88,1.92773311121037
"20303065",-13.2305002212524,34.0093002319336,"4",0.723622262477875,-0.564563691616058,0,45.5999984741211,0,0.866666674613953,0.0666666701436043,0.0666666701436043,0,0,0,0,26.1399993896484,0.0652173906564713,0.195652171969414,0.52173912525177,0.533333361148834,40,1,84,0.96250097509568
"20306557",-13.3313999176025,33.8581008911133,"4",0.202108696103096,-0.576191186904907,0.363636374473572,39.6363639831543,0.181818187236786,0.636363625526428,0.181818187236786,0.090909093618393,0,0,0,0,37.0099983215332,0,0.0540540553629398,0.378378391265869,0.181818187236786,0,0,45,-1.37316672531894
"20404032",-13.7468996047974,34.163200378418,"4",0.61417144536972,-1.21664428710938,0.214285716414452,49.2142868041992,0.0714285746216774,0.642857134342194,0,0.0714285746216774,0.0714285746216774,0,0,0,20.7399997711182,0.030303031206131,0.181818187236786,0.484848499298096,0.357142865657806,0,0,65,0.464881004348961
"20404575",-13.7920999526978,34.1601982116699,"4",0.0511966273188591,-1.13831436634064,0.200000002980232,44.9333343505859,0.266666680574417,0.733333349227905,0,0.0666666701436043,0,0,0,0,28.0400009155273,0.020833333954215,0.0625,0.75,0,0,0,55,-2.91952792572071
"20407398",-13.6361999511719,33.7489013671875,"4",0.525275766849518,-0.812135875225067,0.230769231915474,41,0.0769230797886848,0.461538463830948,0.230769231915474,0.0769230797886848,0,0,0,0,27.5599994659424,0,0.0540540553629398,0.351351350545883,0.307692319154739,0,0,18,0.101189321220153
"20407481",-13.5076999664307,33.7375984191895,"4",0.33214920759201,-0.806800365447998,0.230769231915474,51.6923065185547,0.384615391492844,0.692307710647583,0,0.0769230797886848,0.15384615957737,0,0,0,21.0200004577637,0.0192307699471712,0.0576923079788685,0.423076927661896,0.15384615957737,0,0,23,-0.698480495513122
"20508349",-13.4883003234863,34.2613983154297,"4",0.674571096897125,-1.0299129486084,0.5,48.7000007629395,0.200000002980232,0.800000011920929,0,0.100000001490116,0,0,0.100000001490116,0,21.8500003814697,0,0.384615391492844,0.5,0.5,0,0,90,0.728933062764884
"20601626",-14.0754995346069,33.9183006286621,"4",0.150422513484955,-0.624003887176514,0.125,44.125,0.5,0.25,0.125,0.125,0.375,0,0,0,6.42000007629395,0,0.090909093618393,0.454545468091965,0.25,0,0,3,-1.73129106017597
"20603090",-14.2600002288818,33.7983016967773,"4",0.236271902918816,-0.632046520709991,0.181818187236786,38.3636360168457,0,0.636363625526428,0,0.090909093618393,0.090909093618393,0,0,0,16.7600002288818,0,0.142857149243355,0.571428596973419,0.181818187236786,0,0,17,-1.17322855910452
"20603533",-14.2749004364014,33.7597007751465,"4",0.301065295934677,-0.556676149368286,0.333333343267441,50.6666679382324,0.333333343267441,0.333333343267441,0,0,0.333333343267441,0,0.333333343267441,0,4.21999979019165,0,0.16666667163372,0.333333343267441,0.333333343267441,0,0,19,-0.84223015327768
"20607260",-13.8674001693726,33.8280982971191,"4",0.234375,-0.771694302558899,0.5,58,0,0.75,0,0.25,0,0,0,0,3.85999989509583,0,0.125,0.625,0,25,1,25,-1.18377009700842
"20607315",-13.7993001937866,33.8588981628418,"4",0.373809188604355,-0.857197761535645,0.307692319154739,53.538459777832,0.230769231915474,0.846153855323792,0,0,0,0,0,0,24.4699993133545,0.0222222227603197,0.133333340287209,0.311111122369766,0.15384615957737,0,0,27,-0.515909658865554
"20610050",-14.1044998168945,34.0018005371094,"4",0.362579047679901,-0.53882622718811,0.181818187236786,46.3636360168457,0.181818187236786,0.636363625526428,0.090909093618393,0,0,0,0,0,12.7799997329712,0.0540540553629398,0.0540540553629398,0.486486494541168,0.363636374473572,0,0,9,-0.564187759895979
"20614477",-14.0329999923706,33.5158996582031,"4",0.287985146045685,-0.508683860301971,0.111111111938953,44.4444427490234,0.111111111938953,0.444444447755814,0.111111111938953,0,0,0,0,0,15.710000038147,0,0.0882352963089943,0.529411792755127,0.111111111938953,0,0,14,-0.905189870914162
